Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43721059,The Night Watchman,Louise Erdrich,"Erdrich, Louise",,"=""0062671200""","=""9780062671202""",0,4.08,HarperCollins,ebook,464,2020,2020,,2023/07/26,to-read,to-read (#220),to-read,,,,0,0
17465709,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1571313354""","=""9781571313355""",0,4.51,Milkweed Editions,Hardcover,408,2013,2013,,2023/07/26,to-read,to-read (#219),to-read,,,,0,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.18,Roc,Paperback,297,2000,1968,,2023/07/25,to-read,to-read (#218),to-read,,,,0,0
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,"Chouinard, Yvon",,"=""0143037838""","=""9780143037835""",3,4.18,Penguin Books,Paperback,272,2006,2006,2022/09/16,2021/04/11,,,read,"Very principled, intrepid, and inspiring person. The writing itself is not as spectacular as Phil Knight's ""Shoe Dog"" or some other memoirs, but I guess there's a reason this man became (even if accidentally) a CEO and not a writer. Still a very good read though, although I don't remember much from it looking back two months later.",,,1,0
58231782,James Patterson by James Patterson: The Stories of My Life,James  Patterson,"Patterson, James",,"=""0316397539""","=""9780316397537""",3,4.19,"Little, Brown and Company",Hardcover,368,2022,2022,2023/01/13,2023/01/08,,,read,why does James Patterson just HAVE to refer to himself as the most successful author in the world. ,,"take a shot every time Patterson uses ""bestseller"" to describe his own books and you might be dead...",1,0
231560,Uncle Vanya,Anton Chekhov,"Chekhov, Anton",,"=""1406507881""","=""9781406507881""",4,3.86,Dodo Pr,Paperback,116,2006,1897,2023/06/25,2022/05/27,,,read,"Haha really only picked up this book/play because it's featured in the movie <i>Drive My Car</i> and because it's short. But it hits so many true true points. At first I was even doubting to myself how a little ""obscure"" play like this could be a major plot point in a multimillion dollar movie, but yeah, confirmed—Chekhov is a master of literature and thought and life. Hope really is the pillar of the world.<br/><br/>ACT I:<br/><br/>""Man is endowed with reason and the power to create, so that he may increase that which has been given him, but until now he has not created, but demolished.""<br/><br/>ACT II:<br/><br/>""When real life is wanting one must create an illusion. It is better than nothing.""<br/><br/>""An idle life can never be a pure one.""<br/><br/>""You must not look so at people. It is not becoming to you. You must trust people, or life become impossible.""<br/><br/>ACT IV:<br/><br/>""Don't pay the least attention to them; we are all dependents on God. You and Sonia and all of us. Every one must work, no one can sit idle.""<br/><br/>""Give it up, Uncle Vanya! My misfortune is perhaps even greater than yours, but I am not plunged in despair. I endure my sorrow, and shall endure it until my life comes to a natural end. You must endure yours, too.""<br/><br/>""What can we do? We must live our lives.""<br/><br/>""Ah, then dear, dear Uncle, we shall see that bright and beautiful life; we shall rejoice and look back upon our sorrow here; a tender smile—and—we shall rest.""",,,1,0
17694,The Zürau Aphorisms,Franz Kafka,"Kafka, Franz","Roberto Calasso, Michael Hofmann, Geoffrey Brock","=""0805212078""","=""9780805212075""",5,3.67,Schocken,Paperback,160,2006,1931,2021/12/22,2021/10/18,favorites,favorites (#1),read,,,,1,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",4,4.17,Vintage Classics,Paperback,136,1994,1864,2023/07/08,2023/06/22,,,read,"<b>""Which is better, cheap happiness or exalted sufferings?""</b><br/><br/>Hard to get through. But interesting that this book unearths all the buried thoughts that convention usually encourages us to hide away. By making the narrator an insufferable hag, Dostoevsky trojan-horses ugly truths that any agreeable narrator could never touch on. Sadly, this book is not cheap happiness but instead quite exalted and onerous suffering.<br/><br/>------------------------------------------------<br/><br/>""I swear, gentlemen, that to be too conscious is an illness. A real thorough-going illness."" <br/><br/>""I am firmly persuaded that a great deal of consciousness, every sort of consciousness, in fact, is a disease.""<br/><br/>""But in despair there are the most intense enjoyments.""<br/><br/>""Man is stupid, you know, phenomenally stupid.""<br/><br/>""May it not be that he loves chaos and destruction? Because he is instinctively afraid of attaining his object and completing the edifice he is constructing. Who knows, perhaps he only loves that edifice from a distance and is by no means in love with it at close quarters."" <br/><br/>""Perhaps the only goal on earth to which mankind is striving lies in this incessant process of attaining. In other words, in life itself. And not in the thing to be attained. Which must always be expressed as a formula, as positive as twice two makes four. And such positiveness is not life, gentlemen, but is the beginning of death.""<br/><br/>""Doesn't man, perhaps, love something besides well-being? Perhaps he's just as fond of suffering. Perhaps suffering is just as great a benefit to him as well-being.""<br/><br/>""Man is sometimes extraordinarily, passionately in love with suffering and that's a fact.""<br/><br/>""Which is better, cheap happiness or exalted sufferings?""",,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",0,4.01,Time Warner Book Group,Paperback,301,2002,2000,,2023/06/28,to-read,to-read (#217),to-read,,,,0,0
4708,The Beautiful and Damned,F. Scott Fitzgerald,"Fitzgerald, F. Scott","Kermit Vanderbilt, Monty","=""0743451503""","=""9780743451505""",3,3.73,Simon & Schuster,Mass Market Paperback,422,2002,1922,2023/05/25,2023/01/26,,,read,"<b>""Things are sweeter when they're lost. I know, because once I wanted something and got it ... And when I got it, it turned to dust in my hands.""</b><br/><br/>Brilliant. Fitzgerald is a genius, someone who has unlocked many secrets in life and writing. The writing is beautiful, unique, and fresh but—maybe this book was too depressing for me to let myself be immersed thoroughly. Dragged on for quite a bit in decadence and sickeningly rich stupidity. Probably not a book to look toward as a great example of life—so not really the type of book that I've been hoping for lately.<br/><br/>BOOK ONE  I. ANTHONY PATCH<br/><br/><blockquote>"" 'Art isn't meaningless.'<br/>'It is in itself. It isn't in that it tries to make life less so.'""</blockquote><br/><blockquote>"" 'On the contrary, I'd feel that it being a meaningless world, why write? The very attempt to give it purpose is purposeless.' <br/>'Well, even admitting all that, be a decent pragmatist and grant a poor man the instinct to live.'""</blockquote><br/><br/>BOOK TWO I. THE RADIANT HOUR<br/><br/><blockquote>""There's no beauty without poignancy, and there's no poignancy without the feeling that it's <i>going</i>—men, names, books, houses—bound for dust. Mortal.""</blockquote><br/><br/>BOOK TWO II. SYMPOSIUM<br/><br/><blockquote>""There's only one lesson to be learned from life anyway ... That there's no lesson to be learned from life.""</blockquote><br/><br/>BOOK THREE I. A MATTER OF CIVILIZATION<br/><br/><blockquote>""Things are sweeter when they're lost. I know, because once I wanted something and got it ... And when I got it, it turned to dust in my hands.""</blockquote><br/><br/>BOOK THREE II. A MATTER OF AESTHETICS<br/><br/><blockquote>""Perhaps, they think that in proclaiming the evil of living, they somehow salvage their own worth from the ruin. But they don't.""</blockquote><br/><blockquote>""Beauty is only to be admired, only to be loved.""</blockquote><br/><br/>BOOK THREE III. NO MATTER!<br/><br/><blockquote>""There was nothing, it seemed, that grew stale so soon as pleasure.""</blockquote>",,,1,0
56294820,"Oh William! (Amgash, #3)",Elizabeth Strout,"Strout, Elizabeth",,"=""0812989430""","=""9780812989434""",2,3.86,Random House,Hardcover,240,2021,2021,2023/06/24,2023/06/20,,,read,"Honestly only finished this book for the sake of the beautifully designed cover. It's confusing and kept jumping around through time, space, and memory—very hard to keep track of, or really care for, characters, especially when they (at least to me) are unlikable and disloyal. I am also confused as to what this book is even trying to say. Most books I've read have a north star, a central theme—but this one seems loose and lost to me. <br/><br/>-----------------------------------------<br/><br/>""But who, ever, really knows the experience of another.""<br/><br/>""People are lonely, is my point here. Many people can't say to those they know well what it is they feel they might want to say.""<br/><br/>""Once every so often, at the very most, I think someone actually chooses something. Otherwise we're following something. We don't even know what it is, but we follow it.""",,,1,0
15014,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,"Patterson, Kerry","Stephen R. Covey, Joseph Grenny, Ron McMillan, Al Switzler","=""0071401946""","=""9780071401944""",0,4.07,McGraw-Hill,Paperback,240,2002,2002,,2023/06/20,to-read,to-read (#216),to-read,,,,0,0
128533513,Make Something Wonderful,Steve Jobs,"Jobs, Steve",,"=""""","=""""",0,4.48,"The Steve Jobs Archive, LLC",ebook,194,2023,,,2023/06/15,to-read,to-read (#215),to-read,,,,0,0
23559,The Great Movies,Roger Ebert,"Ebert, Roger",,"=""0767910389""","=""9780767910385""",0,4.26,Crown,Paperback,544,2003,2002,,2023/06/15,to-read,to-read (#214),to-read,,,,0,0
89731,Kira-Kira,Cynthia Kadohata,"Kadohata, Cynthia",,"=""0689856407""","=""9780689856402""",5,3.97,Atheneum Books for Young Readers,Paperback,291,2006,2004,,2023/06/15,,,read,,,,1,0
57028269,Conversations on Love,Natasha Lunn,"Lunn, Natasha",,"=""0241448735""","=""9780241448731""",0,4.20,Viking,Hardcover,320,2021,2021,,2023/06/15,to-read,to-read (#213),to-read,,,,0,0
10883,Benjamin Franklin: An American Life,Walter Isaacson,"Isaacson, Walter",,"=""074325807X""","=""9780743258074""",2,4.05,Simon & Schuster,Paperback,586,2004,2003,2023/06/13,2021/05/16,,,read,"<b>""The man who lives by his labor is at least free.""</b><br/><br/>Extraordinarily boring. Told in fact-by-fact-history-textbook style. Franklin does not at all come alive like Jobs did in Isaacson's writing. Probably because Franklin died a few hundred years ago (and Isaacson never talked to him live), but in this book there's only a sense of Franklin as a stiff 2D cardboard cutout rather than a real person. Franklin's genius and industriousness is still admirable, but I found it strange how Isaacson tried to cover up his blatant disloyalty to his wife. Heavily biased narration for sure, but there were still a few gems of wisdom. <br/><br/>Favorite Franklin quotes:<br/><br/>CH 2: PILGRIM'S PROGRESS<br/><br/>""Industry and frugality are the means of procuring wealth and thereby securing virtue.""<br/><br/>CH 3: JOURNEYMAN<br/><br/>""So convenient a thing it is to be a reasonable creature, since it enables one to find or make a reason for everything one has a mind to do.""<br/><br/>""People are more likely to admire your work if you are able to keep them from feeling jealous of you.""<br/><br/>""Since pain, naturally and infallibly, produces a pleasure in proportion to it, every individual creature must, in any state of life, have an equal quantity of each.""<br/><br/>CH 4: PRINTER<br/><br/>""Knowledge was obtained rather by the use of the ear than of the tongue.""<br/><br/>""Such is the vanity of mankind that minding what others say is a much surer way of pleasing them than talking well ourselves.""<br/><br/>""Early to bed, and early to rise, makes a man healthy, wealthy, and wise.""<br/><br/>CH 5: PUBLIC CITIZEN<br/><br/>""People will eventually give you the credit if you don't try to claim it at the time. The present little sacrifice of your vanity will eventually be amply repaid.""<br/><br/>""I would rather have it said 'He lived usefully' than 'He died rich.'""<br/><br/>CH 8: TROUBLED WATERS<br/><br/>""The man who lives by his labor is at least free.""<br/><br/>CH 15: PEACEMAKER<br/><br/>""In America, people do not inquire of a stranger 'What is he?' but 'What can he do?""<br/><br/>""Industry and constant employment are great preservatives of moral and virtue.""",,,1,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",0,4.04,Picador USA,Paperback,529,2002,2002,,2023/06/14,to-read,to-read (#212),to-read,,,,0,0
6659874,Behind the Cloud: The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company-and Revolutionized an Industry,Marc Benioff,"Benioff, Marc",Carlye Adler,"=""0470521163""","=""9780470521168""",0,3.78,Wiley-Blackwell,Hardcover,304,2009,2009,,2023/06/12,to-read,to-read (#211),to-read,,,,0,0
211099,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,"Branson, Richard",,"=""0812932293""","=""9780812932294""",0,4.00,Crown Business,Paperback,416,1999,1998,,2023/06/09,to-read,to-read (#210),to-read,,,,0,0
122993405,Same Bed Different Dreams,Ed     Park,"Park, Ed",,"=""0812998979""","=""9780812998979""",0,3.73,Random House,Hardcover,528,2023,2023,,2023/06/03,to-read,to-read (#209),to-read,,,,0,0
54614599,First Person Singular: Stories,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0593318072""","=""9780593318072""",4,3.53,Knopf,Hardcover,245,2021,2020,2023/06/02,2023/03/11,,,read,"<b>""Loving someone is like having a mental illness that's not covered by health insurance.""</b><br/><br/>Classic Murakami. Classic stories that make you feel like the only person in the world. Maybe a three-star book on the Murakami scale, but four stars in general among the wider range of literature. Not mediocre at all (except for maybe like one story).<br/><br/>------------------------------------------------<br/><br/><u>Cream</u><br/><br/>""There's nothing worth getting in this world that you can get easily.""<br/><br/>""The cream of the cream. It means the best of the best. The most important essence of life. That's the créme de la créme.""<br/><br/>(I still remember this story clearly after first reading it 5 years ago—this was the cream of all his short stories for me so far.)<br/><br/><u>On a Stone Pillow</u><br/><br/>""Loving someone is like having a mental illness that's not covered by health insurance.""<br/><br/><u>Carnaval</u><br/><br/>""This might sound like a banal opinion, but the world can turn upside down depending on the way we look at it."" <br/><br/>""The way a ray of sunshine falls on something can change shadow to light, or light to shadow. A positive becomes a negative, a negative a positive.""<br/><br/>""Beneath an evil spirit mask lies the natural face of an angel. Beneath an angel's mask lies the face of an evil spirit. It's impossible to have just one or the other. That's who we are.""<br/><br/>""Happiness is always a relative thing, don't you think?""<br/><br/><u>The Yakult Swallows Poetry Collection</u><br/><br/>""It's true that life brings us far more defeats than victories. And real life wisdom arises not so much from knowing how we might beat someone as from learning how to accept defeat with grace.""<br/><br/>""Whether the team wins or loses, I loved the time spent there most of all. Of course, winning is much better than losing. But winning or losing doesn't affect the weight and value of the time. It's the same time either way. A minute is a minute, an hour is an hour. We need to cherish it. We need to deftly reconcile ourselves with time and leave behind as many precious memories as we can. That's what's the most valuable.""",,,1,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.17,Simon & Schuster,Hardcover,675,2007,2007,,2021/05/16,"to-read, tr-hopefully-soon","to-read (#53), tr-hopefully-soon (#24)",to-read,,,,0,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",3,3.95,Harper Press,Paperback,170,2005,-500,2022/05/29,2022/05/29,,,read,Lots of great tips for fighting war and just a few great ones for the art of life.,,,1,0
7720207,"When I Stop Talking, You'll Know I'm Dead: Useful Stories from a Persuasive Man",Jerry Weintraub,"Weintraub, Jerry",Rich Cohen,"=""0446548154""","=""9780446548151""",0,4.13,Twelve,Hardcover,304,2010,2010,,2023/05/26,"to-read, tr-hopefully-soon","to-read (#208), tr-hopefully-soon (#23)",to-read,,,,0,0
61812425,Paris: The Memoir,Paris Hilton,"Hilton, Paris",,"=""0063224623""","=""9780063224629""",0,4.21,Dey Street Books,Hardcover,336,2023,2023,,2023/05/26,to-read,to-read (#207),to-read,,,,0,0
61089452,"A Hacker's Mind: How the Powerful Bend Society's Rules, and How to Bend them Back",Bruce Schneier,"Schneier, Bruce",,"=""0393866661""","=""9780393866667""",0,3.69,W. W. Norton & Company,Hardcover,304,2023,2023,,2023/05/26,to-read,to-read (#206),to-read,,,,0,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",0,3.91,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2023/05/26,to-read,to-read (#205),to-read,,,,0,0
11456985,"Pale Horse, Pale Rider: The Short Stories",Katherine Anne Porter,"Porter, Katherine Anne",,"=""0141195312""","=""9780141195315""",0,3.96,Penguin Books Ltd,Paperback,363,2011,1939,,2021/05/09,to-read,to-read (#52),to-read,,,,0,0
51182118,Men to Avoid in Art and Life,Nicole Tersigni,"Tersigni, Nicole",Jen Kirkman,"=""1797202839""","=""9781797202839""",0,3.95,Chronicle Books,Hardcover,96,2020,2020,,2023/05/24,to-read,to-read (#204),to-read,,,,0,0
9443405,The Pale King,David Foster Wallace,"Wallace, David Foster",,"=""0316074233""","=""9780316074230""",0,3.97,"Little, Brown & Company",Hardcover,548,2011,2011,,2023/05/24,to-read,to-read (#203),to-read,,,,0,0
21400742,Outline,Rachel Cusk,"Cusk, Rachel",,"=""0571233627""","=""9780571233625""",3,3.67,Faber & Faber,Hardcover,249,2014,2014,2023/05/07,2021/10/10,,,read,"<b>“As it happened, I was no longer interested in literature as a form of snobbery or even self-definition. I had no desire to prove that one book was better than another; in fact, if I read something I admired, I found myself increasingly disinclined to mention it at all. What I knew personally to be true had come to seem unrelated to the process of persuading others. I did not, any longer, want to persuade anyone of anything.”</b><br/><br/>I am somewhat confused. This book is certainly an outline—since it is not quite a coherent story. It has just the most beautifully rendered snippets and sketches of life—like a fascinating little sketchbook, but not a completed refined painting. It's still very interesting to peer into Cusk's mind like that though; she has brilliant writing technique & paints vivid, advanced pictures. Perhaps I was just not in the right headspace to fully receive her work. <i>Outline</i> was full of cute little vignettes, yet just not quite the heart-gripping story I have been finding myself wanting recently.<br/><br/>------------------------------------------------<br/><br/>""I always expected that at some point they would realize the distress was unnecessary and they would choose to avoid it, but they never did. The memory of suffering had no effect whatever on what they elected to do. On the contrary, it compelled them to repeat it. For the suffering was the magic that caused the object to come back and allowed the delight in dropping it to become possible again.""<br/><br/>“As it happened, I was no longer interested in literature as a form of snobbery or even self-definition. I had no desire to prove that one book was better than another; in fact, if I read something I admired, I found myself increasingly disinclined to mention it at all. What I knew personally to be true had come to seem unrelated to the process of persuading others. I did not, any longer, want to persuade anyone of anything.”<br/><br/>""It made you a better writer, did it not? Not having an identity to fall back on. You saw the world with less troubled eyes.""<br/><br/>""I suppose it's a bit like marriage. You build a whole structure on a period of intensity that's never repeated. It's the basis of your faith, and you sometimes doubt it, but you never renounce it because too much of your life stands on that ground."" <br/><br/>""What I miss is the discipline itself. In a way I don't care what I write. I just want that feeling of being in sync again, body and mind.""<br/><br/>""That's writing for you. When you make space for passion, it doesn't turn up.""<br/><br/>""Above the world, objects didn't count for so much. Differences were less apparent.""<br/><br/>""But what other people thought was no longer of any help to me. Those thoughts only existed within certain structures. And I had definitively left those structures."" <br/><br/>""For people are at their least aware of others when demonstrating their own power over them."" <br/><br/>""But all the same, it was brought home to me how much of what was beautiful in their lives was a result of a shared vision of things that, strictly speaking, could not have been said to exist.""<br/><br/>""The human capacity for self-delusion is apparently infinite.""<br/><br/>""And how can you even know you have taken something for granted until it is no longer there?"" <br/><br/>""'And so I learned,' he said, 'that it is impossible to improve things. And that good people are just as responsible for it as bad. And that improvement itself is perhaps a mere personal fantasy.'""<br/><br/>""'It was important,' my neighbor said, 'to remember to enjoy yourself along the way.'""",,,1,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",4,4.30,Bloomsbury Publishing,Hardcover,352,2011,2011,2022/12/16,2021/05/02,,,read,"Amazing story, really just sucks you in. <br/><br/><i>""He said what he meant. Some people might have mistaken this for simplicity, but is it not a sort of genius to gut always to the heart?""</i><br/><br/>Very spectacular writing, even if it almost reads like a Wattpad fan fic at some points. Highly recommend the audiobook experience.",,,1,0
122774273,Same Bed Different Dreams,Ed     Park,"Park, Ed",,"=""0812988310""","=""9780812988314""",0,3.73,Random House,Kindle Edition,528,2023,2023,,2023/05/03,to-read,to-read (#202),to-read,,,,0,0
53256108,All's Well,Mona Awad,"Awad, Mona",,"=""""","=""""",0,3.74,Simon & Schuster,Hardcover,352,2021,2021,,2023/04/05,to-read,to-read (#201),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",4,4.12,Knopf,Hardcover,416,2022,2022,2023/04/02,2023/01/10,,,read,"<b>“What is a game?"" Marx said. ""It's tomorrow, and tomorrow, and tomorrow. It's the possibility of infinite rebirth, infinite redemption. The idea that if you keep playing, you could win. No loss is permanent, because nothing is permanent, ever.”</b><br/><br/>Exquisite novel, but maybe I wasn't in the right headspace to absorb it right now. Probably because of a too-recent visit to Cambridge, to the exact setting of this novel, that carried too many personal meanings for my own story that I could not ignore while trying to experience these characters' stories. Excellently crafted book, very well-chosen themes and motifs. Feels very real and full of heart, lots of moments I could connect to my own universe and play through.<br/><br/>Also finished this entire book within two days, which probably shows how natural, compelling, and beautiful a story it is.<br/><br/>-----------------------------------------<br/><br/><i>""A truly magnificent thing about the way the brain was coded, Sam thought, was that it could say 'Excuse me' while meaning 'Screw you.'""<br/><br/>""You're incredibly gifted son, but it is worth noting that to be good at something is not quite the same as loving it.""<br/><br/>""To allow yourself to play with another person is no small risk. It means allowing yourself to be open, to be exposed, to be hurt.""<br/><br/>""I forget how young you are. You're still at the age where you mistake your friends and your colleagues for family.""<br/><br/>""The world had always looked painfully beautiful to him when he was sick. It was only when he was alone, and he couldn't participate in the business of living, that he tended to notice how lovely being alive was.""<br/><br/>“What is a game?"" Marx said. ""It's tomorrow, and tomorrow, and tomorrow. It's the possibility of infinite rebirth, infinite redemption. The idea that if you keep playing, you could win. No loss is permanent, because nothing is permanent, ever.”<br/><br/>""Art doesn't typically get made by happy people.""</i>",,,1,0
111113,Interaction of Color,Josef Albers,"Albers, Josef",Nicholas Fox Weber,"=""0300115954""","=""9780300115956""",0,3.91,Yale University Press,Paperback,160,2006,1971,,2023/04/01,to-read,to-read (#200),to-read,,,,0,0
40727626,Free Food for Millionaires,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,3.85,Grand Central Publishing,Kindle Edition,577,2007,2007,,2023/03/27,to-read,to-read (#199),to-read,,,,0,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",5,4.16,Simon & Schuster,Hardcover,630,2011,2011,2022/12/06,2022/10/21,favorites,favorites (#17),read,"so creative, so crazy inspiring. take a shot every time you read the ""intersection of art and technology"" and you might be dead. Jobs' ""reality distortion field"" was a veryyy intriguing concept too. really hit home how marketing, brand identity, and external appearance (e.g. design) was just as important, if not more important, than the products themselves.<br/><br/>wish I had had time to go back to my bookmarks and note down all the interesting quotes before my library loan expired :(<br/><br/>--------------------------------<br/><br/>""Remembering you are going to die is the best way I know to avoid the trap of thinking you have something to lose. You are already naked. There is no reason not to follow your heart.""",,,1,0
150253,"If Not, Winter: Fragments of Sappho",Sappho,"Sappho, Sappho",Anne Carson,"=""1844080811""","=""9781844080816""",0,4.43,Virago,Paperback,416,2003,-550,,2023/03/21,to-read,to-read (#198),to-read,,,,0,0
48582,The Spell of the Sensuous: Perception and Language in a More-Than-Human World,David Abram,"Abram, David",,"=""0679776397""","=""9780679776390""",0,4.17,Vintage,Paperback,368,1997,1996,,2023/03/19,to-read,to-read (#197),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",4,4.15,Vintage Books,Paperback,559,2004,1992,2023/03/15,2021/10/04,,,read,"<b>""Beauty is terror. Whatever we call beautiful, we quiver before it.""</b><br/><br/>Very very very well written. Beautiful in all senses—in a harsh, terrifying, and hedonistic way. Unfortunately I made the mistake of checking out the audiobook narrated by the author herself; although she is clearly brilliant, so so intelligent, and she knows exactly how it was intended to be read (since she wrote it), there is almost too much thinking behind the way she reads. She does not fully lose herself to the words in the way that hotheaded passionate actors can (like David Pittu for her other audiobook); there's a highly academic and intellectual stiffness behind it all, which makes sense because only a mind like that could write a book like this. <br/><br/>Listening to this book was a very vulnerable/depressing experience for me as its events carried on ... I definitely enjoyed <i>The Goldfinch</i> more but these characters certainly set an example for what to avoid in life. Though there are probably things that can be learned from them as well.<br/><br/>At the very core Donna Tartt is someone who appreciates beauty. And it was a nice reminder for me to do that as well—clouds and arching trees and books and blue skies ... a nice reminder to stay grateful ... so that one might escape these peoples' careless, indulgent, and depressing fates.<br/><br/><blockquote><br/>""After all, the appeal to stop being yourself, even for a little while, is very great. To escape the cognitive mode of experience. To transcend the accident of one's moment of being."" <br/><br/>""People don't pay attention to 90% of what they see.""<br/><br/>""<i>Nihil sub sole novum.</i> Any action, in the fullness of time, sinks to nothingness.""<br/><br/>""It was the most important night of my life. It enabled me to do what I've always wanted to do most ... <b>To live without thinking.</b>""<br/><br/>""There is nothing wrong with the love of beauty. But beauty, unless she is wed to something more meaningful, is always superficial.""<br/></blockquote>",,,1,0
26889576,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,"=""039335315X""","=""9780393353150""",0,4.30,W. W. Norton & Company,Paperback,291,2015,2010,,2023/01/12,"tr-hopefully-soon, currently-reading","tr-hopefully-soon (#20), currently-reading (#4)",currently-reading,,,,1,0
55836585,The Diaries of Franz Kafka (The Schocken Kafka Library),Franz Kafka,"Kafka, Franz",Ross Benjamin,"=""0805243550""","=""9780805243550""",0,4.30,Schocken,Hardcover,704,2023,2023,,2023/03/15,to-read,to-read (#196),to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",4,4.05,Knopf,Hardcover,259,2022,2022,2023/03/11,2022/08/04,,,read,"Fascinating & creative. Also has one of the most beautiful & enticing book covers, which has definitely lived in my head rent-free ever since I first saw it last year. <br/><br/>A very thought-provoking, very un-real reflection of reality. With a very fitting title. <br/><br/><blockquote>""If there's pleasure in action, there's peace in stillness."" <br/><br/>""It's <i>extraordinary</i>; I hope I never get used to it.""<br/><br/>""It's hard to know what we know sometimes, isn't it.""</blockquote>",,,1,0
60387307,Novelist as a Vocation,Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Ted Goossen","=""0451494644""","=""9780451494641""",4,3.89,Knopf,Hardcover,224,2022,2015,2023/03/01,2022/10/02,,,read,"Just Murakami Murakami-ing. Such a Murakami book, even though it doesn't have talking cats or falling fish and instead tells the true, decidedly non-surreal story of the author's own life. But in a way, it's still surreal. Still written, as always, in that iconic & refreshing Murakami voice.<br/><br/>""To reach the source, you have to swim against the current. Only trash swims downstream.""<br/><br/>""Think how many, far too many, things we pick up in the course of living."" <br/><br/>""It is my belief that a rich, spontaneous joy lies at the root of all creative expression.""<br/><br/>""This is purely my opinion, but if you want to express yourself as freely as you can, it's probably best not to start out by asking 'What am I seeking?' Rather, it's better to ask: 'Who would I be if I weren't seeking anything?'""<br/><br/>""Something truly important is not that easy to forget once you've entrusted it to your memory.""<br/><br/>""Imagination is memory."" - James Joyce<br/><br/>""What we call the imagination consists of fragments of memory that lack any clear connection with one another."" <br/><br/>""The key component is not the quality of the materials. What's needed is magic. If that magic is present, the most basic daily matters and the plainest language can be turned into a device of surprising sophistication."" <br/><br/>""You can realize the glorious feeling of practicing magic. For writing a novel is, in the end, forging a link with people on other planets.""<br/><br/>""I write a little every day, without hope, without despair.”― Isak Dinesen<br/><br/>""But if you are able to view where you are standing from other perspectives—to put it another way, if you can reflect and entrust your existence to some other system—the world will grow more 3-dimensional, more supple. And I believe that, as long as we live in this world, that kind of agile stance is extremely important.""<br/><br/>""See, you can't please everyone. So, you got to please yourself.""<br/><br/>""Being content with where you are and staying in one place, in a metaphoric sense, means your creative urge will atrophy and eventually be lost.""",,,1,0
30753841,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,"Nosrat, Samin","Wendy MacNaughton, Michael Pollan","=""1476753830""","=""9781476753836""",0,4.39,Simon and Schuster,Hardcover,480,2017,2017,,2023/03/02,to-read,to-read (#195),to-read,,,,0,0
84699,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",Keith Ferrazzi,"Ferrazzi, Keith",Tahl Raz,"=""0385512058""","=""9780385512053""",0,3.84,Crown Business,Hardcover,309,2005,2005,,2023/03/02,to-read,to-read (#194),to-read,,,,0,0
